"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
BIBB MEDICAL CENTER,010058,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-HF-HRRP,N/A,,0.9555,19.0216,19.9080,Too Few to Report,07/01/2017,12/01/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-PN-HRRP,N/A,,0.9997,15.5577,15.5629,Too Few to Report,07/01/2017,12/01/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,57,,1.0201,19.6848,19.2964,13,07/01/2017,12/01/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,N/A,,0.9691,22.5015,23.2195,Too Few to Report,07/01/2017,12/01/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,70,,0.9996,18.6162,18.6242,13,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,151,,0.9461,17.0482,18.0189,21,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,80,,0.9636,19.2244,19.9513,13,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,112,,0.9999,15.1837,15.1850,17,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0384,4.1552,4.0014,Too Few to Report,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,89,,0.9832,14.8068,15.0602,12,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,N/A,,0.9789,18.8533,19.2601,Too Few to Report,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,N/A,,0.9046,20.1825,22.3119,Too Few to Report,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HF-HRRP,168,,1.0594,22.7399,21.4650,42,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-PN-HRRP,150,,0.9710,15.3694,15.8286,21,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-COPD-HRRP,105,,0.9969,18.3532,18.4106,19,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-AMI-HRRP,N/A,,1.0134,16.3064,16.0906,Too Few to Report,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-PN-HRRP,75,,1.0174,14.4141,14.1675,12,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HF-HRRP,61,,1.0138,21.4789,21.1857,14,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-COPD-HRRP,N/A,,1.0186,17.6602,17.3369,Too Few to Report,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,N/A,,0.9885,11.5298,11.6645,Too Few to Report,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,N/A,,0.9243,17.8115,19.2713,Too Few to Report,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,N/A,,0.9528,15.1288,15.8789,Too Few to Report,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,333,,0.9168,15.3656,16.7600,45,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,N/A,,1.1162,13.9089,12.4608,Too Few to Report,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,258,,0.8809,14.1080,16.0153,29,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,254,,1.1674,4.8177,4.1268,15,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,411,,1.0007,18.4758,18.4623,76,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,391,,0.9801,21.3113,21.7443,82,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,127,,0.9843,16.8072,17.0761,20,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0191,3.9658,3.8914,Too Few to Report,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,154,,1.1429,23.5187,20.5778,45,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,204,,0.9797,15.4079,15.7274,30,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HF-HRRP,270,,0.9806,21.9640,22.3981,58,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-PN-HRRP,350,,0.9994,15.7259,15.7351,55,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-AMI-HRRP,N/A,,0.9128,13.0465,14.2931,Too Few to Report,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-COPD-HRRP,190,,0.9785,18.8999,19.3144,34,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HIP-KNEE-HRRP,201,,1.1658,4.6128,3.9566,12,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,536,,1.0181,16.9251,16.6245,92,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,301,,0.9614,17.0684,17.7537,48,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,146,,1.4000,6.7376,4.8126,16,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,N/A,,1.0650,17.8119,16.7253,Too Few to Report,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,429,,1.0229,22.4929,21.9886,98,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,N/A,,0.9668,18.6712,19.3133,Too Few to Report,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,118,,0.9499,16.4107,17.2765,15,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,86,,1.0029,13.7211,13.6809,12,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-COPD-HRRP,N/A,,1.0002,17.8075,17.8046,Too Few to Report,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-PN-HRRP,N/A,,0.9501,16.7028,17.5792,Too Few to Report,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HF-HRRP,N/A,,1.0232,22.0186,21.5197,Too Few to Report,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,196,,1.1038,19.1090,17.3114,46,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8684,3.9468,4.5446,Too Few to Report,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,156,,1.0770,24.3333,22.5927,43,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,202,,1.0026,15.2554,15.2153,31,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.7463,2.6246,3.5167,Too Few to Report,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-AMI-HRRP,176,,1.0063,13.4340,13.3496,24,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-PN-HRRP,392,,0.9164,13.7832,15.0413,48,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-COPD-HRRP,224,,1.0028,19.0869,19.0337,43,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-CABG-HRRP,94,,1.0733,14.3223,13.3442,15,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-HF-HRRP,439,,0.9356,19.6579,21.0101,82,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,N/A,,0.9735,15.0224,15.4313,Too Few to Report,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,N/A,,0.9463,12.1474,12.8370,Too Few to Report,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,N/A,,1.0018,18.7832,18.7488,Too Few to Report,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,895,,1.0769,18.5078,17.1856,171,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,N/A,,0.9541,11.0995,11.6331,Too Few to Report,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,820,,1.0757,24.5203,22.7947,206,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,632,,0.9451,19.7843,20.9330,120,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,511,,1.1236,4.6806,4.1657,26,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,288,,0.9641,14.9793,15.5378,41,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,N/A,,1.0087,13.6343,13.5162,Too Few to Report,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,N/A,,0.9753,14.7512,15.1241,Too Few to Report,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,106,,0.9939,13.6008,13.6845,14,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,77,,0.9825,18.3235,18.6499,13,07/01/2017,12/01/2019
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,187,,1.1085,16.0559,14.4848,36,07/01/2017,12/01/2019
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,156,,1.2400,16.1957,13.0605,30,07/01/2017,12/01/2019
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,121,,0.9657,19.0782,19.7552,20,07/01/2017,12/01/2019
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,290,,0.9516,20.7737,21.8305,57,07/01/2017,12/01/2019
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,383,,0.9663,3.8142,3.9472,14,07/01/2017,12/01/2019
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,323,,0.9383,15.0037,15.9904,44,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,N/A,,0.9753,16.9765,17.4069,Too Few to Report,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,68,,0.9992,16.2638,16.2773,11,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,71,,1.0334,20.9578,20.2808,17,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-COPD-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,164,,0.9522,14.5351,15.2654,21,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,94,,1.0487,12.7467,12.1542,13,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,147,,1.0171,20.0590,19.7215,31,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,295,,1.0290,22.4072,21.7751,68,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9890,4.5246,4.5749,Too Few to Report,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,211,,1.0274,19.4283,18.9105,43,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,538,,1.2254,5.0803,4.1458,31,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,247,,1.0020,15.7413,15.7094,39,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,420,,1.0516,18.6467,17.7317,82,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,205,,0.9787,20.9637,21.4204,41,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,97,,1.0209,12.9457,12.6808,13,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,509,,0.9669,21.6573,22.3992,108,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,181,,0.9465,19.8814,21.0061,31,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,148,,0.9517,21.1341,22.2077,28,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,201,,1.0268,16.9711,16.5283,36,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-COPD-HRRP,N/A,,0.9708,14.9671,15.4166,Too Few to Report,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-PN-HRRP,N/A,,0.9764,14.7238,15.0798,Too Few to Report,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HF-HRRP,50,,1.0394,19.0770,18.3535,12,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HF-HRRP,556,,0.9794,20.9272,21.3663,115,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-CABG-HRRP,87,,1.1960,15.0177,12.5565,17,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-COPD-HRRP,315,,1.0079,20.0953,19.9381,64,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-PN-HRRP,535,,1.0733,18.6608,17.3856,105,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HIP-KNEE-HRRP,435,,0.8441,3.2168,3.8110,11,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-AMI-HRRP,193,,1.0509,16.6086,15.8043,35,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-COPD-HRRP,129,,0.9600,18.2908,19.0523,20,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-PN-HRRP,210,,0.9206,15.1746,16.4837,26,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HF-HRRP,106,,1.0308,23.5253,22.8226,27,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0940,5.3397,4.8810,Too Few to Report,07/01/2017,12/01/2019
