"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Start Date","PSI 90 End Date","PSI 90 W Z Score","PSI 90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
BANNER DEL E. WEBB MEDICAL CENTER,030093,AZ,2022,07/01/2018,12/31/2019,-1.0719,,-0.5038,,-0.7976,,-1.3575,,-0.0463,,0.1876,,01/01/2019,12/31/2019,-0.5982,,No,
ABRAZO ARROWHEAD HOSPITAL,030094,AZ,2022,07/01/2018,12/31/2019,0.0474,,-1.2914,,-0.8680,,-0.8600,,1.4208,,-0.4083,,01/01/2019,12/31/2019,-0.3266,,No,
WESTERN ARIZONA REGIONAL MEDICAL CENTER,030101,AZ,2022,07/01/2018,12/31/2019,0.2613,,-0.1140,,0.2441,,-1.3575,,-1.4021,,0.8173,,01/01/2019,12/31/2019,-0.2585,,No,
MAYO CLINIC HOSPITAL,030103,AZ,2022,07/01/2018,12/31/2019,1.7330,,-0.0293,,-0.6749,,1.1622,,-0.6561,,0.3596,,01/01/2019,12/31/2019,0.3157,,Yes,
BANNER HEART HOSPITAL,030105,AZ,2022,07/01/2018,12/31/2019,-0.4465,,-0.4487,,-1.4169,,N/A,5,N/A,5,-0.1902,,01/01/2019,12/31/2019,-0.6256,,No,
ARIZONA SPINE AND JOINT HOSPITAL,030107,AZ,2022,07/01/2018,12/31/2019,-0.7984,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.7984,,No,
THE CORE INSTITUTE SPECIALTY HOSP,030108,AZ,2022,07/01/2018,12/31/2019,-1.0067,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-1.0067,,No,
ABRAZO WEST CAMPUS,030110,AZ,2022,07/01/2018,12/31/2019,-0.7361,,-1.0334,,-1.4169,,-1.3575,,-1.4021,,-1.2468,,01/01/2019,12/31/2019,-1.1988,,No,
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,030111,AZ,2022,07/01/2018,12/31/2019,-0.0769,,0.0356,,-1.4169,,N/A,5,-0.8659,,-0.5496,,01/01/2019,12/31/2019,-0.5747,,No,
ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,030112,AZ,2022,07/01/2018,12/31/2019,-0.5152,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.5152,,No,
WHITERIVER PHS INDIAN HOSPITAL,030113,AZ,2022,07/01/2018,12/31/2019,0.0332,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0332,,No,
ORO VALLEY HOSPITAL,030114,AZ,2022,07/01/2018,12/31/2019,-1.4461,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.5538,,No,
BANNER ESTRELLA MEDICAL CENTER,030115,AZ,2022,07/01/2018,12/31/2019,-0.3676,,-0.1494,,0.1315,,0.5648,,-0.5556,,-0.7216,,01/01/2019,12/31/2019,-0.1830,,No,
VALLEY VIEW MEDICAL CENTER,030117,AZ,2022,07/01/2018,12/31/2019,-0.3854,,N/A,5,N/A,5,N/A,5,N/A,5,1.9261,,01/01/2019,12/31/2019,0.7703,,Yes,
MERCY GILBERT MEDICAL CENTER,030119,AZ,2022,07/01/2018,12/31/2019,1.0020,,-0.2853,,0.1255,,-0.3726,,-0.7027,,0.5593,,01/01/2019,12/31/2019,0.0544,,No,
"MOUNTAIN VISTA MEDICAL CENTER, LP",030121,AZ,2022,07/01/2018,12/31/2019,0.8341,,-0.8090,,-0.3210,,-1.3575,,0.7500,,-1.4127,,01/01/2019,12/31/2019,-0.3860,,No,
BANNER GATEWAY MEDICAL CENTER,030122,AZ,2022,07/01/2018,12/31/2019,-0.1892,,0.2463,,0.7770,,0.4041,,-0.8874,,2.0828,,01/01/2019,12/31/2019,0.4056,,Yes,
HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,030123,AZ,2022,07/01/2018,12/31/2019,0.7730,,-0.6692,,-0.8840,,0.0284,,-0.2884,,-0.1963,,01/01/2019,12/31/2019,-0.2061,,No,
BANNER IRONWOOD MEDICAL CENTER,030130,AZ,2022,07/01/2018,12/31/2019,-0.0385,,N/A,5,N/A,5,0.4836,,N/A,5,0.7128,,01/01/2019,12/31/2019,0.3860,,Yes,
O.A.S.I.S. HOSPITAL,030131,AZ,2022,07/01/2018,12/31/2019,-0.9168,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.9168,,No,
BANNER GOLDFIELD MEDICAL CENTER,030134,AZ,2022,07/01/2018,12/31/2019,0.0023,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0023,,No,
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,030136,AZ,2022,07/01/2018,12/31/2019,0.0566,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0566,,No,
SANTA CRUZ VALLEY REGIONAL HOSPITAL,030137,AZ,2022,07/01/2018,12/31/2019,-0.3146,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3146,,No,
WESTERN REGIONAL MEDICAL CENTER,030138,AZ,2022,07/01/2018,12/31/2019,0.0475,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0475,,No,
DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,030139,AZ,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,030146,AZ,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
BANNER OCOTILLO MEDICAL CENTER,030147,AZ,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
NORTHWEST MEDICAL CENTER SAHUARITA,030148,AZ,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
SILOAM SPRINGS REGIONAL HOSPITAL,040001,AR,2022,07/01/2018,12/31/2019,-0.0875,,N/A,5,N/A,5,0.0064,,N/A,5,0.1262,,01/01/2019,12/31/2019,0.0150,,No,
JOHNSON REGIONAL MEDICAL CENTER,040002,AR,2022,07/01/2018,12/31/2019,0.7566,,N/A,5,N/A,5,N/A,5,N/A,5,0.3258,,01/01/2019,12/31/2019,0.5412,,Yes,
WASHINGTON REGIONAL MEDICAL CENTER,040004,AR,2022,07/01/2018,12/31/2019,-0.1970,,1.3646,,1.4768,,-0.1002,,0.5348,,0.7558,,01/01/2019,12/31/2019,0.6391,,Yes,
CHI-ST VINCENT INFIRMARY,040007,AR,2022,07/01/2018,12/31/2019,2.1485,,-0.6456,,-0.0756,,-0.7229,,0.0739,,-0.1871,,01/01/2019,12/31/2019,0.0985,,No,
MERCY HOSPITAL ROGERS,040010,AR,2022,07/01/2018,12/31/2019,-1.4951,,2.1010,,0.1576,,-0.3743,,0.7966,,-0.3991,,01/01/2019,12/31/2019,0.1311,,No,
CHAMBERS MEMORIAL HOSPITAL,040011,AR,2022,07/01/2018,12/31/2019,-0.3422,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3422,,No,
WHITE COUNTY MEDICAL CENTER,040014,AR,2022,07/01/2018,12/31/2019,1.4718,,-1.2914,,-1.4169,,-0.9209,,1.4656,,-0.1288,,01/01/2019,12/31/2019,-0.1368,,No,
MENA REGIONAL HEALTH SYSTEM,040015,AR,2022,07/01/2018,12/31/2019,-0.0577,,N/A,5,N/A,5,N/A,5,N/A,5,0.1415,,01/01/2019,12/31/2019,0.0419,,No,
UAMS MEDICAL CENTER,040016,AR,2022,07/01/2018,12/31/2019,1.8899,,-0.0136,,0.9379,,1.0708,,0.8325,,1.9230,,01/01/2019,12/31/2019,1.1068,,Yes,
NORTH ARKANSAS REGIONAL MEDICAL CENTER,040017,AR,2022,07/01/2018,12/31/2019,0.7442,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.4586,,No,
BAPTIST HEALTH - VAN BUREN,040018,AR,2022,07/01/2018,12/31/2019,0.0178,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0178,,No,
FORREST CITY MEDICAL CENTER,040019,AR,2022,07/01/2018,12/31/2019,-0.1387,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9001,,No,
ST BERNARDS MEDICAL CENTER,040020,AR,2022,07/01/2018,12/31/2019,0.1619,,-0.5905,,-0.4014,,0.2958,,0.2353,,0.0248,,01/01/2019,12/31/2019,-0.0457,,No,
NORTHWEST MEDICAL CENTER-SPRINGDALE,040022,AR,2022,07/01/2018,12/31/2019,-0.7877,,1.1776,,-0.1179,,1.0623,,-0.3081,,0.5746,,01/01/2019,12/31/2019,0.2668,,No,
ST VINCENT HOT SPRINGS,040026,AR,2022,07/01/2018,12/31/2019,-1.4951,,-0.9271,,-0.3170,,-0.9818,,-0.7690,,-0.8936,,01/01/2019,12/31/2019,-0.8973,,No,
BAXTER REGIONAL MEDICAL CENTER,040027,AR,2022,07/01/2018,12/31/2019,-0.1065,,-1.2914,,2.1907,,-0.3845,,-1.4021,,-0.0950,,01/01/2019,12/31/2019,-0.1815,,No,
CONWAY REGIONAL HEALTH SYSTEM,040029,AR,2022,07/01/2018,12/31/2019,0.5739,,1.5359,,-0.3954,,-0.7229,,0.9939,,0.1999,,01/01/2019,12/31/2019,0.3642,,Yes,
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,040036,AR,2022,07/01/2018,12/31/2019,-1.4951,,0.0317,,1.2978,,1.2417,,0.9796,,-0.7738,,01/01/2019,12/31/2019,0.2137,,No,
ARKANSAS METHODIST MEDICAL CENTER,040039,AR,2022,07/01/2018,12/31/2019,0.7387,,N/A,5,0.2783,,0.0555,,N/A,5,0.5224,,01/01/2019,12/31/2019,0.3987,,Yes,
ST MARYS REGIONAL MEDICAL CENTER,040041,AR,2022,07/01/2018,12/31/2019,-1.1509,,N/A,5,-1.4169,,-0.3879,,-0.1611,,-0.9642,,01/01/2019,12/31/2019,-0.8162,,No,
FIVE RIVERS MEDICAL CENTER,040047,AR,2022,07/01/2018,12/31/2019,-0.0474,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0474,,No,
OUACHITA COUNTY MEDICAL CENTER,040050,AR,2022,07/01/2018,12/31/2019,-0.5073,,N/A,5,N/A,5,N/A,5,N/A,5,1.2780,,01/01/2019,12/31/2019,0.3854,,Yes,
DREW MEMORIAL HOSPITAL,040051,AR,2022,07/01/2018,12/31/2019,-0.1004,,N/A,5,N/A,5,N/A,5,N/A,5,1.5145,,01/01/2019,12/31/2019,0.7070,,Yes,
BAPTIST HEALTH - FORT SMITH,040055,AR,2022,07/01/2018,12/31/2019,2.3958,,1.7466,,0.0872,,-1.3575,,2.1722,,0.4272,,01/01/2019,12/31/2019,0.9119,,Yes,
MERCY HOSPITAL FORT SMITH,040062,AR,2022,07/01/2018,12/31/2019,-0.9824,,-0.1711,,1.0002,,0.7916,,0.2496,,-1.0779,,01/01/2019,12/31/2019,-0.0317,,No,
MAGNOLIA HOSPITAL,040067,AR,2022,07/01/2018,12/31/2019,-0.2148,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.2148,,No,
GREAT RIVER MEDICAL CENTER,040069,AR,2022,07/01/2018,12/31/2019,-0.0541,,N/A,5,N/A,5,N/A,5,N/A,5,1.1367,,01/01/2019,12/31/2019,0.5413,,Yes,
JEFFERSON REGIONAL MEDICAL CENTER,040071,AR,2022,07/01/2018,12/31/2019,-0.5784,,2.2860,,0.9560,,0.7138,,2.1722,,2.0735,,01/01/2019,12/31/2019,1.2705,,Yes,
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,040072,AR,2022,07/01/2018,12/31/2019,-0.1275,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9776,,Yes,
NORTH METRO MEDICAL CENTER,040074,AR,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,040076,AR,2022,07/01/2018,12/31/2019,-0.1281,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8948,,No,
NATIONAL PARK MEDICAL CENTER,040078,AR,2022,07/01/2018,12/31/2019,0.7800,,-0.7283,,-0.0173,,0.2602,,-0.5251,,1.2104,,01/01/2019,12/31/2019,0.1633,,No,
SALINE MEMORIAL HOSPITAL,040084,AR,2022,07/01/2018,12/31/2019,-1.4951,,0.6066,,-0.4074,,0.7544,,N/A,5,-1.1731,,01/01/2019,12/31/2019,-0.3429,,No,
HELENA REGIONAL MEDICAL CENTER,040085,AR,2022,07/01/2018,12/31/2019,-0.0773,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8694,,No,
MEDICAL CENTER OF SOUTH ARKANSAS,040088,AR,2022,07/01/2018,12/31/2019,1.0915,,N/A,5,-1.4169,,0.8170,,N/A,5,0.2306,,01/01/2019,12/31/2019,0.1805,,No,
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,040114,AR,2022,07/01/2018,12/31/2019,-1.4951,,2.2211,,1.2355,,0.5141,,0.1564,,0.1200,,01/01/2019,12/31/2019,0.4587,,Yes,
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",040118,AR,2022,07/01/2018,12/31/2019,-1.4951,,-0.5215,,-1.0107,,-1.3575,,2.0807,,0.0647,,01/01/2019,12/31/2019,-0.3732,,No,
WHITE RIVER MEDICAL CENTER,040119,AR,2022,07/01/2018,12/31/2019,-1.3994,,0.2837,,0.6382,,0.7358,,-0.4211,,-0.9212,,01/01/2019,12/31/2019,-0.1807,,No,
LEVI HOSPITAL,040132,AR,2022,07/01/2018,12/31/2019,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
"ARKANSAS HEART HOSPITAL, LLC",040134,AR,2022,07/01/2018,12/31/2019,0.2050,,-0.1967,,0.2280,,N/A,5,1.6037,,1.3118,,01/01/2019,12/31/2019,0.6304,,Yes,
ST VINCENT MEDICAL CENTER/NORTH,040137,AR,2022,07/01/2018,12/31/2019,-0.3909,,N/A,5,0.7207,,N/A,5,N/A,5,-0.5711,,01/01/2019,12/31/2019,-0.0804,,No,
ARKANSAS SURGICAL HOSPITAL,040147,AR,2022,07/01/2018,12/31/2019,-1.4951,,N/A,5,-1.4169,,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-1.4560,,No,
NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,040152,AR,2022,07/01/2018,12/31/2019,-0.1741,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1741,,No,
WADLEY REGIONAL MEDICAL CENTER AT HOPE,040153,AR,2022,07/01/2018,12/31/2019,-0.2754,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.2754,,No,
BAPTIST HEALTH MEDICAL CENTER- CONWAY,040154,AR,2022,07/01/2018,12/31/2019,-0.4693,,N/A,5,1.2978,,N/A,5,N/A,5,-0.4758,,01/01/2019,12/31/2019,0.1176,,No,
"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",040156,AR,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
ARKANSAS HEART HOSPITAL-ENCORE,040161,AR,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
ST ROSE HOSPITAL,050002,CA,2022,07/01/2018,12/31/2019,0.3308,,2.2860,,-1.4169,,N/A,5,N/A,5,0.2644,,01/01/2019,12/31/2019,0.3661,,Yes,
PROVIDENCE ST JOSEPH HOSPITAL,050006,CA,2022,07/01/2018,12/31/2019,-0.1444,,-1.2914,,0.1838,,1.0623,,-0.6507,,-0.0980,,01/01/2019,12/31/2019,-0.1564,,No,
PENINSULA MEDICAL CENTER,050007,CA,2022,07/01/2018,12/31/2019,-0.1456,,-0.5550,,-1.4169,,-0.4657,,-0.6561,,-0.4636,,01/01/2019,12/31/2019,-0.6171,,No,
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,CA,2022,07/01/2018,12/31/2019,1.2861,,-1.2914,,0.8554,,N/A,5,-0.3422,,0.5224,,01/01/2019,12/31/2019,0.2061,,No,
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,050009,CA,2022,07/01/2018,12/31/2019,-1.1820,,-0.3995,,0.8313,,0.7374,,-0.1324,,0.5777,,01/01/2019,12/31/2019,0.0721,,No,
ADVENTIST HEALTH ST HELENA,050013,CA,2022,07/01/2018,12/31/2019,-0.6181,,-1.2914,,-0.5382,,N/A,5,N/A,5,0.2982,,01/01/2019,12/31/2019,-0.5374,,No,
SUTTER AMADOR HOSPITAL,050014,CA,2022,07/01/2018,12/31/2019,-0.5826,,N/A,5,N/A,5,N/A,5,N/A,5,0.1784,,01/01/2019,12/31/2019,-0.2021,,No,
MERCY GENERAL HOSPITAL,050017,CA,2022,07/01/2018,12/31/2019,-0.0116,,-0.1278,,1.0123,,-0.8177,,-1.4021,,-0.0366,,01/01/2019,12/31/2019,-0.2306,,No,
RIVERSIDE COMMUNITY HOSPITAL,050022,CA,2022,07/01/2018,12/31/2019,0.0974,,-0.6830,,-0.8036,,-1.3575,,-1.0201,,0.5224,,01/01/2019,12/31/2019,-0.5407,,No,
PARADISE VALLEY HOSPITAL,050024,CA,2022,07/01/2018,12/31/2019,-1.1577,,N/A,5,1.4286,,N/A,5,0.3375,,-1.2069,,01/01/2019,12/31/2019,-0.1496,,No,
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,CA,2022,07/01/2018,12/31/2019,-0.6761,,-0.0215,,-0.3773,,-1.0343,,-0.3099,,0.6146,,01/01/2019,12/31/2019,-0.3008,,No,
GROSSMONT HOSPITAL,050026,CA,2022,07/01/2018,12/31/2019,-0.0458,,-0.9842,,0.0329,,0.8593,,-0.5036,,-0.2209,,01/01/2019,12/31/2019,-0.1437,,No,
MAD RIVER COMMUNITY HOSPITAL,050028,CA,2022,07/01/2018,12/31/2019,-0.6084,,N/A,5,N/A,5,N/A,5,N/A,5,-0.2025,,01/01/2019,12/31/2019,-0.4055,,No,
OROVILLE HOSPITAL,050030,CA,2022,07/01/2018,12/31/2019,-1.1112,,-1.2914,,-0.2184,,-0.1831,,-1.4021,,-0.9673,,01/01/2019,12/31/2019,-0.8623,,No,
BAKERSFIELD MEMORIAL HOSPITAL,050036,CA,2022,07/01/2018,12/31/2019,0.6537,,-0.4664,,0.1194,,-0.1120,,-0.6345,,-0.2332,,01/01/2019,12/31/2019,-0.1122,,No,
SANTA CLARA VALLEY MEDICAL CENTER,050038,CA,2022,07/01/2018,12/31/2019,2.3958,,0.2877,,0.3648,,0.6613,,0.0864,,0.8326,,01/01/2019,12/31/2019,0.7714,,Yes,
ENLOE MEDICAL CENTER,050039,CA,2022,07/01/2018,12/31/2019,-1.1269,,-1.2914,,-0.8619,,-0.5063,,0.3590,,1.0231,,01/01/2019,12/31/2019,-0.4007,,No,
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,2022,07/01/2018,12/31/2019,-0.5674,,-0.5668,,0.5860,,-0.9378,,-0.7296,,-0.0581,,01/01/2019,12/31/2019,-0.3790,,No,
ST ELIZABETH COMMUNITY HOSPITAL,050042,CA,2022,07/01/2018,12/31/2019,-0.4998,,N/A,5,N/A,5,-1.3575,,N/A,5,0.9678,,01/01/2019,12/31/2019,-0.2965,,No,
ALTA BATES SUMMIT MEDICAL CENTER,050043,CA,2022,07/01/2018,12/31/2019,0.2867,,-0.2853,,-1.4169,,-0.2474,,0.0129,,0.4548,,01/01/2019,12/31/2019,-0.1992,,No,
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,2022,07/01/2018,12/31/2019,-0.1751,,1.5064,,2.1907,,-0.1696,,N/A,5,1.4009,,01/01/2019,12/31/2019,0.9507,,Yes,
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,CA,2022,07/01/2018,12/31/2019,0.5939,,-0.9724,,-0.0676,,-0.1933,,-0.8139,,0.8081,,01/01/2019,12/31/2019,-0.1075,,No,
SAN GORGONIO MEMORIAL HOSPITAL,050054,CA,2022,07/01/2018,12/31/2019,1.5021,,N/A,5,1.6839,,N/A,5,N/A,5,0.4241,,01/01/2019,12/31/2019,1.2034,,Yes,
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,CA,2022,07/01/2018,12/31/2019,0.2220,,1.2662,,-0.0716,,-0.3777,,-0.6023,,-0.8659,,01/01/2019,12/31/2019,-0.0716,,No,
ANTELOPE VALLEY HOSPITAL,050056,CA,2022,07/01/2018,12/31/2019,2.3958,,-0.0667,,0.0772,,-0.2982,,-0.4767,,0.1508,,01/01/2019,12/31/2019,0.2970,,No,
KAWEAH HEALTH MEDICAL CENTER,050057,CA,2022,07/01/2018,12/31/2019,-0.9983,,0.9649,,2.1907,,0.7154,,1.4261,,-0.7676,,01/01/2019,12/31/2019,0.5885,,Yes,
GLENDALE MEM HOSPITAL & HLTH CENTER,050058,CA,2022,07/01/2018,12/31/2019,1.8292,,-1.2914,,-0.4296,,-1.3575,,-1.4021,,-0.6110,,01/01/2019,12/31/2019,-0.5437,,No,
COMMUNITY REGIONAL MEDICAL CENTER,050060,CA,2022,07/01/2018,12/31/2019,-0.2873,,0.2916,,1.5110,,1.1199,,0.4021,,0.2490,,01/01/2019,12/31/2019,0.5477,,Yes,
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,CA,2022,07/01/2018,12/31/2019,1.9805,,2.2860,,2.1907,,-1.3575,,-1.0094,,-0.9581,,01/01/2019,12/31/2019,0.5220,,Yes,
OAK VALLEY HOSPITAL DISTRICT,050067,CA,2022,07/01/2018,12/31/2019,-0.0661,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8638,,No,
PROVIDENCE ST. JOSEPH HOSPITAL,050069,CA,2022,07/01/2018,12/31/2019,-0.5374,,-0.4664,,0.0651,,0.8644,,-1.4021,,-0.0335,,01/01/2019,12/31/2019,-0.2517,,No,
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,050070,CA,2022,07/01/2018,12/31/2019,-0.1290,,-1.2914,,-0.6307,,1.4075,,N/A,5,-0.9888,,01/01/2019,12/31/2019,-0.3265,,No,
KAISER FOUNDATION HOSPITAL-SANTA CLARA,050071,CA,2022,07/01/2018,12/31/2019,0.2262,,-0.0392,,0.2200,,-0.8295,,-0.7224,,-0.1533,,01/01/2019,12/31/2019,-0.2164,,No,
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,2022,07/01/2018,12/31/2019,-0.3606,,0.8252,,0.5136,,1.4075,,-1.4021,,1.5114,,01/01/2019,12/31/2019,0.4158,,Yes,
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,050073,CA,2022,07/01/2018,12/31/2019,-0.7851,,-0.8247,,-0.3692,,-0.1645,,-0.4355,,-0.5219,,01/01/2019,12/31/2019,-0.5168,,No,
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,050075,CA,2022,07/01/2018,12/31/2019,0.2648,,0.6105,,0.6986,,0.1283,,-0.5162,,-0.0120,,01/01/2019,12/31/2019,0.1957,,No,
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,050076,CA,2022,07/01/2018,12/31/2019,-0.8213,,-0.5550,,0.4975,,1.3720,,-0.8838,,-0.3069,,01/01/2019,12/31/2019,-0.1163,,No,
SCRIPPS MERCY HOSPITAL,050077,CA,2022,07/01/2018,12/31/2019,-0.2332,,0.3408,,0.1154,,0.8170,,0.7930,,-0.9243,,01/01/2019,12/31/2019,0.1515,,No,
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,050078,CA,2022,07/01/2018,12/31/2019,-0.4044,,N/A,5,-1.4169,,N/A,5,N/A,5,-0.3714,,01/01/2019,12/31/2019,-0.7309,,No,
ST JOHNS REGIONAL MEDICAL CENTER,050082,CA,2022,07/01/2018,12/31/2019,-0.0439,,-0.3188,,0.5638,,0.0403,,0.3070,,0.6821,,01/01/2019,12/31/2019,0.2051,,No,
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,050084,CA,2022,07/01/2018,12/31/2019,-0.5919,,-1.1673,,-1.4169,,-0.3489,,0.4415,,0.4518,,01/01/2019,12/31/2019,-0.4386,,No,
COMMUNITY HOSPITAL OF SAN BERNARDINO,050089,CA,2022,07/01/2018,12/31/2019,-0.3895,,1.8962,,-0.3511,,-1.3575,,-1.4021,,0.1784,,01/01/2019,12/31/2019,-0.2376,,No,
SONOMA VALLEY HOSPITAL,050090,CA,2022,07/01/2018,12/31/2019,-0.2923,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9769,,No,
COMMUNITY HOSPITAL OF HUNTINGTON PARK,050091,CA,2022,07/01/2018,12/31/2019,-0.5544,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-1.1079,,No,
SAINT AGNES MEDICAL CENTER,050093,CA,2022,07/01/2018,12/31/2019,-1.4951,,1.2642,,0.0490,,0.0318,,-0.4660,,0.7651,,01/01/2019,12/31/2019,0.0248,,No,
"WEST COVINA MEDICAL CENTER, INC",050096,CA,2022,07/01/2018,12/31/2019,-0.1566,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.1566,,No,
SAN ANTONIO REGIONAL HOSPITAL,050099,CA,2022,07/01/2018,12/31/2019,0.0175,,-0.4113,,-0.5261,,-0.5131,,-0.4516,,0.3627,,01/01/2019,12/31/2019,-0.2536,,No,
SHARP MEMORIAL HOSPITAL,050100,CA,2022,07/01/2018,12/31/2019,-1.2593,,-0.3069,,0.2461,,0.7154,,0.2819,,0.3350,,01/01/2019,12/31/2019,0.0020,,No,
SUTTER SOLANO MEDICAL CENTER,050101,CA,2022,07/01/2018,12/31/2019,0.9733,,-1.2914,,-0.4115,,-1.3575,,N/A,5,-0.8813,,01/01/2019,12/31/2019,-0.5937,,No,
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,050102,CA,2022,07/01/2018,12/31/2019,0.2562,,2.2860,,2.1907,,-1.3575,,-1.4021,,-1.1393,,01/01/2019,12/31/2019,0.1390,,No,
